Company_Brand,Sector,Stage,HeadQuarter,What_it_does,Amount,Year,Founded,Founders,Investor
Wiz Freight,Logistics & Supply Chain,Seed,chennai,"Wiz is a tech-enabled freight forwarding platform. We make global shipping efficient, hassle-free and highly visible for businesses.",3500000.0,2021,2020.0,"Ramkumar Govindarajan, Ramkumar Ramachandran",Axilor
Credgenics,Financial Services,Series A,new delhi,Credgenics is India’s first of it's kind NPA resolution platform backed by credible investors including Accel Partners and Titan Capital.,25000000.0,2021,2018.0,"Rishabh Goel, Mayank Khera, Anand Agrawal","Westbridge Capital, Tanglin Venture Partners"
BlueLearn,EdTech,Pre-seed,unknown,"Building India's largest student community. Learn, network, and grow together with 40,000+ students!",400000.0,2021,2020.0,"Harish Uthayakumar, Shreyans Sancheti","100X.VC﻿,﻿ Titan Capital, Rahul Mathur, Gaurav Mandlecha"
NimbleBox.ai,MLOps platform,Seed,chennai,A full-stack MLOps platform built to create & launch multi-cloud apps on the cloud,1000000.0,2021,2018.0,"Anshuman Pandey, Rohan Pooniwala",Venture Catalysts
Pickrr,Logistics & Supply Chain,Series B,gurugram,India's 1st Virtual Logistics solution catering to Global Brands/SMEs/Online sellers/AmazonSellers,12000000.0,2021,2015.0,"Rhitiman Majumdar, Gaurav Mangla, Ankit Kaushik","IIFL, Amicus Capital, Ananta Capital"
Stellaris Venture Partners,Venture Capital,Undisclosed,bangalore,Early-stage tech VC in India.,225000000.0,2021,2015.0,"Ritesh Banglani, Alok Goyal, Rahul Chowdhri",
Grip Invest,Financial Services,Series A,gurugram,"Grip offers investment opportunities to invest in physical assets leased to corporates, to earn fixed monthly returns.",3000000.0,2021,2020.0,"Nikhil Aggarwal, Vivek Gulati","Venture Highway, Endiya Partners"
Heads Up For Tails,Pet care,Series A,new delhi,"A one stop shop for all pet products with paw prints all across India, we design, manufacture and customize stylish",37000000.0,2021,2008.0,Rashi Sanon,"Verlinvest, Sequoia Capital India"
Blue Tokai Coffee Roasters,Food & Beverages,Pre-series B,new delhi,"Source, roast, and brew India's best single-origin Arabica coffee.",2000000.0,2021,2012.0,"Matt Chitharanjan, Shivam Shahi, Namrata Asthana",Anicut Angel Fund
Neeman,Consumer Goods,Series A,hyderabad,India's first Startup to use the world's most revolutionary Natural & Renewable fibers in Footwear,2000000.0,2021,2017.0,Taran Chhabra,Sixth Sense Ventures
BharatPe,FinTech,Series E,new delhi,"BharatPe launched India’s first UPI interoperable QR code, first ZERO MDR payment acceptance service, and first UPI payment backed merchant cash advance service.",370000000.0,2021,2018.0,"Ashneer Grover, Shashvat Nakrani",Tiger Global
GoSats,FinTech,Seed,bangalore,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,700000.0,2021,2020.0,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital"
StockGro,FinTech,Pre-series A,bangalore,Making Investment Social- India's First Social Trading Platform,5000000.0,2021,2020.0,Ajay Lakhotia,"Roots Ventures, Velo Partners"
Onsurity,Health Care,Series A,bangalore,"Onsurity is a HealthTech & Employee Benefits organization, disrupting the SME and startup healthcare market with technology and innovation!",16000000.0,2021,2020.0,"Yogesh Agarwal, Kulin Shah",Nexus Venture Partners
Khabri,Media,Pre-series A,gurugram,Khabri is India’s fastest growing vernacular audio platform targeted at next billion internet users.,2000000.0,2021,2017.0,"Pulkit Sharma, Aankit Roy, Sandeep Singh",
Celcius,Logistics,Undisclosed,mumbai,Celcius is a asset light startup with a web and app based SaaS platform which brings the complete cold chain solution network ONLINE,500000.0,2021,2020.0,Swarup Bose,"Mumbai Angels Network, Huddle, Lumis Partners"
AyuRythm,Health Care,Seed,bangalore,AyuRythm is the world's first completely digital solution for personalized holistic wellness based on Ayurvedic principles.,172005293.10344827,2021,2017.0,Abhilesh Gupta,SucSEED Indovation Fund
Enguru,EdTech,Pre-series A,bangalore,Enguru provides a personalized & gamified English learning solution to prepare young adults for the workplace.,172005293.10344827,2021,2014.0,"Arshan Vakil, Tahem Veer Verma, Udit Hinduja","Potencia Ventures, Bisk Ventures, LetsVenture, Ronnie Screwvala, Arihant Patni"
Rocket Skills,EdTech,Pre-seed,gurugram,Rocket Skills is the #1 Platform for learning skills which will bring a high positive impact on your business and life skills.,200000.0,2021,2020.0,"Vibhu Bahuguna, Mohit Jain","Better Capital, First Cheque, Titan Capital"
RenewBuy,FinTech,Series C,gurugram,"Simplify insurance and aim to take it to the last Indian, through our digitally enabled POSP advisors.",10000000.0,2021,2015.0,Balachander Sekhar,Evolvence Capital
Faarms,AgriTech,Seed,bangalore,FAARMS™ is a new age digital platform which aims to offer a one-stop solution to farmers.,2000000.0,2021,2020.0,"Taranbir Singh, Alok Duggal",
UrbanMatrix Technologies,Drone,Undisclosed,chennai,Helping Industries & Organizations to seamlessly adopt drones in their workflow to elevate efficiency & profitability,100000.0,2021,2019.0,"Rishabh Verma, Ashutosh Kumar, Divyanshu Pundir",SARA ELGI
Jupiter,Banking,Series B,mumbai,"A digital banking experience that keeps pace with you, and helps master money too.",44000000.0,2021,2019.0,Jitendra Gupta,"Nubank, Global Founders Capital, Sequoia Capital India, Matrix Partners India"
Pixuate,Deeptech,Seed,bangalore,"Pixuate enables intelligent business process automation through advanced computer vision, AI and machine learning.",1000000.0,2021,2012.0,"Akshata Kari, Prathvi Palekar",SucSEED Indovation Fund
Playo,SportsTech,Pre-series A,bangalore,Playo is a one stop destination app for all things sports,500000.0,2021,2014.0,Daanish Suhail,ah! Ventures High Tables
Toothsi,Health,Series B,mumbai,India’s first and largest at home smile makeover service using invisible aligners.,20000000.0,2021,2018.0,"Dr Arpi Mehta, Dr Pravin Shetty, Dr Manjul Jain, Dr Anirudh Kale","Eight Roads Ventures, Think Investments, Mankekar Family Office"
Soothe Healthcare,Consumer Goods,Series C,new delhi,"Soothe is a consumer goods company engaged in manufacture, marketing & distribution of Personal Hygiene products.",10000000.0,2021,2012.0,Sahil Dharia,A91 Partners
Goodmeetings,Computer Software,Series A,bangalore,AI-Based Platform Built Exclusively for Remote Selling,1700000.0,2021,2020.0,Srinivasan Narayan,Chiratae Ventures
Apnaklub,Wholesale,Seed,bangalore,Apnaklub is India's most trusted wholesale platform that empowers people to set up their own retail and sales businesses by providing better-than-industry margins,3500000.0,2021,2020.0,"Shruti, Manish Kumar",Sequoia’s Surge
ChefKart,Consumer Goods,Pre-seed,gurugram,"ChefKart is an end to end kitchen aide that plans, shops and cooks for you in your home kitchen.",300000.0,2021,2020.0,"Vaibhav Gupta, Arpit Gupta, Aman Gupta","Lead Angels, Titan Capital, Pravega Ventures"
Fashinza,Apparel & Fashion,Series A,gurugram,A new-age supply chain and product development platform for the fashion industry.,20000000.0,2021,2020.0,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital"
Fabheads,Industrial Automation,Pre-series A,chennai,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,172005293.10344827,2021,2015.0,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd"
QuickShift,Logistics & Supply Chain,Seed,pune,"Helping D2C brands scale with our AI powered Dashboard that manages Inventory, Order Processing, WMS, Shipping, Customer Support",770000.0,2021,2016.0,Anshul Goenka,"Anicut Angel Fund, Axilor Ventures"
StackBOX,Logistics & Supply Chain,Undisclosed,bangalore,DISTRIBUTION SIMPLIFIED,1200000.0,2021,2016.0,"Shanmukha Boora, Sabyasachi Bhattacharjee","Ecosystem Ventures, CMM group"
MedPrime Technologies,Health Care,Seed,thane,"MedPrime Technologies is a medical device company, dedicated to developing the best, customer-centric solutions for the healthcare needs of the world.",172005293.10344827,2021,2014.0,"Samrat, Greeshma Unnikrishnan, Binil Jacob, Mahesh Kumar Rathor","Mumbai Angels Network, Social Alpha"
infra.market,Construction,Series D,thane,Infra.Market is a Construction Solutions company that leverages technology to provide an enhanced procurement experience for all players in the construction ecosystem.,125000000.0,2021,2016.0,"Souvik Sengupta, Aaditya Sharda",Tiger Global
CollegeDekho,E-Learning,Series B,gurgaon,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals",35000000.0,2021,2015.0,Ruchir Arora,"Disrupt ADQ, QIC"
BOX8,Food & Beverages,Undisclosed,mumbai,India's Largest Desi Meals Brand,40000000.0,2021,2012.0,"Anshul Gupta, Amit Raj",Tiger Global
Simpl,Consumer Services,Series B,bangalore,"Simpl empowers merchants to build trusted relationships with their customers one transaction at a time through one-click checkout, personalized PoS credit and intelligent loyalty rewards",40000000.0,2021,2015.0,"Nitya, Chaitra Chidanand","Valar Ventures, IA Ventures"
8i Ventures,Venture Capital & Private Equity,Undisclosed,mumbai,8i is a Mumbai & Bangalore based early stage fund that backs founders creating fintech and consumer category leaders in India.,50000000.0,2021,2018.0,Vikram Chachra,
PayGlocal,Financial Services,Series A,bangalore,PayGlocal is a FinTech solving for global payments acceptance,4900000.0,2021,2021.0,"Prachi Dharani, Rohit Sukhija, Yogesh Lokhande",Sequoia Capital India
Curefit,Health,Undisclosed,bangalore,Tata Digital-backed Curefit,145000000.0,2021,2016.0,"Mukesh Bansal, Ankit",Zomato
Pocket FM,OTT,Series B,bangalore,"Pocket FM lets users discover and enjoy the greatest selection of audio content ranging from audiobooks, stories and podcasts from the most diverse creator community.",22000000.0,2021,2018.0,"Rohan, Nishanth Srinivas, Prateek Dixit","Lightspeed, Times Group, Tanglin Venture Partners"
CHARGE+ZONE,Automotive,Undisclosed,vadodara,CHARGE+ZONE is a tech-driven EV Charging infrastructure company specializing in B2B and B2C charging services on both dedicated and opportunity based charging using smart-grid network.,10000000.0,2021,2018.0,Kartikey Hariyani,Venture Catalysts
PlanetSpark,Education Management,Series B,gurugram,PlanetSpark is building the World Leader in Communication Skills for children in the age groups of 4 to 14 years,13000000.0,2021,2017.0,"Maneesh Dhooper, Kunal Malik","Binny Bansal, Deep Kalra, Dr Ashish Gupta, Gokul Rajaram, Shirish Nadkarni"
LenDenClub,Financial Services,Series A,mumbai,P2P lending platform delivering high returns of up to 12% p.a. for 5 years to investors.,10000000.0,2021,2015.0,"Bhavin Patel, Dipesh Karki","Tuscan Ventures, Ohm Stock Brokers, Artha Venture Fund"
CometChat,Computer Software,Series A,mumbai,"Voice, video & text chat SDKs, APIs & Plugins for Developers.",10000000.0,2021,2009.0,"Anuj, Anant Garg",Signal Peak Ventures
AgroStar,AgriTech,Series D,pune,"AgroStar is one of India’s foremost AgTech start-ups, working on the mission of #HelpingFarmersWin.",70000000.0,2021,2013.0,"Shardul, Sitanshu Sheth","Evolvence, Hero Enterprise"
Bizongo,Information Technology & Services,Series D,mumbai,Bizongo is India’s largest B2B platform for made-to-order products.,100000000.0,2021,2015.0,"Sachin Agrawal, Aniket Deb, Ankit Tomar",Tiger Global
Probus Insurance,Insurance,Undisclosed,mumbai,Probus Insurance is a leading InsurTech platform in India.,6700000.0,2021,2002.0,Rakesh goyal,BlueOrchard Impact Investment Managers
MoEngage,Software,Series D,bangalore,Insights-led customer engagement platform for the customer-obsessed marketers & product owners.,30000000.0,2021,2014.0,"Raviteja Dodda, Yashwanth Kumar",Steadview Capital
CloudSEK,Computer & Network Security,Series A,bangalore,AI-powered Digital Risk Monitoring platform that provides real-time visibility of cyber threats and actionable Intel.,7000000.0,2021,2015.0,Rahul Sasi,MassMutual Ventures
Exponent Energy,Automotive,Pre-series A,bangalore,Simplifying energy for EVs by building a Flexible Energy Stack.,5000000.0,2021,2020.0,"Arun Vinayak, Sanjay Byalal",YourNest VC
Trinkerr,Capital Markets,Series A,bangalore,Trinkerr is India's first social trading platform.,6600000.0,2021,2021.0,"Manvendra Singh, Gaurav Agarwal",Accel India
Zorro,Social network,Seed,gurugram,Pseudonymous social network platform,32000000.0,2021,2021.0,"Jasveer Singh, Abhishek Asthana, Deepak Kumar","Vijay Shekhar Sharma, Ritesh Agarwal, Ankiti Bose"
Ultraviolette,Automotive,Series C,bangalore,Create and Inspire the future of sustainable urban transportation through Accelerated Innovation.,150000000.0,2021,2021.0,"Subramaniam Narayan, Niraj Rajmohan","TVS Motor, Zoho"
NephroPlus,Hospital & Health Care,Series E,hyderabad,"A vision and passion of redefining healthcare delivery in India in 2010, NephroPlus today is India’s largest network of dialysis centres.",24000000.0,2021,2009.0,Vikram Vuppala,IIFL Asset Management
Unremot,Information Technology & Services,Seed,bangalore,Unremot is a personal office for consultants!,700000.0,2021,2020.0,Shiju Radhakrishnan,Inflection Point Ventures
FanAnywhere,Financial Services,Seed,bangalore,Celebrity NFT platform,172005293.10344827,2021,2021.0,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital"
PingoLearn,E-Learning,Undisclosed,pune,PingoLearn offers language learning courses with snackable videos.,200000.0,2021,2021.0,"Mohit Menghani, Shubham Maheshwari","Titan Capital, Haresh Chawla, AngelList Syndicate"
Spry,Music,Seed,mumbai,THE BEST ROYALTY-FREE MUSIC TO CREATE TRENDING VIDEOS,1500000.0,2021,2021.0,"Gaurav Dagaonkar, Meghna Mittal","9Unicorns, Ashneer Grover"
Enmovil,Information Technology & Services,Pre-series A,hyderabad,Enmovil delivers a Business Intelligence Platform driven by a connected asset ecosystem that enables organizations to maximise their operational efficiency.,1300000.0,2021,2015.0,"Ravi Bulusu, Nanda Kishore, Venkat Moganty",Anicut Angel Fund
ASQI Advisors,Financial Services,Pre-series A,mumbai,Bringing Blockchain technology intro mainstream finance!,1000000.0,2021,2019.0,Swapnil Pawar,Founders Room Capital
Insurance Samadhan,Insurance,Pre-series A,new delhi,The insurance industry will help in representation with the insurance companies and will help to find adequate redressal for grievances.,725000.0,2021,2018.0,Deepak Bhuvenshwari Uniyal,"9Unicorns, ZNL"
Evenflow Brands,Consumer Goods,Undisclosed,mumbai,Identify and partner with the upcoming eCommerce-1st brands that sell on marketplaces and have a successful track record of positive reviews & ratings,500000.0,2021,2020.0,"Utsav Agarwal, Pulkit Chhabra",
MasterChow,Food & Beverages,Seed,unknown,A ready-to-cook Asian cuisine brand,461000.0,2021,2020.0,"Vidur Kataria, Sidhanth Madan",WEH Ventures
Fullife Healthcare,Health Care,Undisclosed,pharmaceuticals	#ref!,Varun Khanna,172005293.10344827,2021,2009.0,Morgan Stanley Private Equity Asia,$22000000
MoEVing,EV,Undisclosed,gurugram	#ref!,"Vikash Mishra, Mragank Jain",172005293.10344827,2021,2021.0,"Anshuman Maheshwary, Dr Srihari Raju Kalidindi",$5000000
Pristyn Care,Hospital & Health Care,Series E,gurugram,A new age health tech company that aims to simplify the surgery journey of a patient by offering care at every step.,96000000.0,2021,2018.0,"Harsimarbir (Harsh) Singh, Dr Vaibhav Kapoor, Dr Garima Sawhney","Kunal Shah, Deepinder Goyal, Abhiraj Singh Bhal"
Plix,Health,Series A,mumbai,Plant-based nutraceutical firm,5000000.0,2021,2018.0,"Rishubh Satiya, Akash Zaveri","Guild Capital, RPSG Capital Ventures"
